age,anciennete_annees,salaire_mensuel_k,heures_travail_hebdo,score_performance,absences_annuelles,niveau_etude,departement,sexe,churn
,51.82284903243766,61.094084718329704,60.22589293807199,99.18173555060093,65.81980938361035,High,Finance,Female,No
51.84551303197037,69.43632003468814,54.64683287432341,60.413613638989155,90.82660322109797,81.63545618498435,High,,Other,No
51.94384301577336,60.107920885275945,64.44773807831595,65.45563881141898,68.69074194873873,67.50584013043027,Medium,,Male,Yes
45.645136294301565,56.235476959555825,58.93662997468685,66.11799158203388,50.95055545989361,83.59833561467458,Medium,HR,Other,No
48.06340540720282,60.47264797377967,51.23226218788155,75.57814180820796,77.28518643514536,83.82286492599215,High,Finance,,Yes
50.768218910602556,55.88657590961437,62.02328796422802,49.624152035508246,76.09526045208601,76.84970575073156,High,Tech,Female,Yes
43.26509375756132,50.63280263959405,43.43376792322226,83.56647436561954,,75.1222354841517,High,Tech,Female,No
81.93107567844861,61.68340488718081,67.3463754545933,,44.46450403944102,74.98285846330936,Medium,HR,Male,No
52.387891590265134,53.52219681182528,72.18970789793663,65.79801484058733,75.05021088273767,59.52198443690969,Low,HR,Other,No
53.46503881730716,64.26215402241593,66.9272275511686,75.53985771182876,72.89183673118725,,Low,Finance,Other,No
51.89581616598743,58.8632331781156,74.28857707813567,56.317390384016676,69.8210502299165,,Low,,Female,No
47.18899707114045,65.70150238316427,60.774805185188626,65.28457581183159,69.5103496914155,76.7146931759039,High,Sales,Female,No
63.281941418490575,63.18777643754861,53.250659812094476,58.31654805153198,64.73468312903957,79.39486048008511,High,Tech,Male,Yes
57.716987106483444,63.50897962167972,63.17453261250175,72.49900239423711,66.94811154519249,75.49328165794843,Low,Tech,Male,Yes
76.01683114180395,47.842400108892484,54.3939236315269,67.96576938530305,58.91887541741131,68.80877051750068,Medium,Tech,Female,No
44.425082149921664,48.15370174239996,55.8209045423411,49.291185428740874,88.07608507769262,77.91202755138032,High,Finance,Female,Yes
65.00759790634311,53.60553724319001,62.34024454353148,61.11653061698841,73.34438514848522,61.634314996850804,High,Finance,Male,Yes
47.18672442881787,50.918991608397796,60.5166097685108,59.293595697998875,76.90073676336613,82.07231373804277,High,Tech,Female,Yes
51.86609123156358,48.79152401748884,66.68654804757907,70.48319627554498,66.24366334234465,56.26558696045383,Low,Finance,Male,Yes
54.300416471910694,42.79287574085841,63.09998983165555,62.756810291218954,93.24673305852818,71.66962380946238,Medium,Finance,Male,Yes
46.329721609166775,52.97019362604343,50.81873016583425,74.1891485465833,42.60859793862527,72.39963749819555,Low,Tech,Female,Yes
59.9626681944714,48.8234810456565,52.66967004476011,60.540562861388395,72.0084509311571,92.07329809559224,High,HR,Other,No
68.26009713546937,57.60280506582886,52.71727797593387,57.23500859507,64.42869427427769,75.72252048237915,,Finance,Male,No
55.792914996010886,41.47329714156466,43.1265565288929,56.75387749565239,71.1410149222652,86.24776719985812,Low,Tech,Male,Yes
41.05392697780496,63.950383140761154,54.504597254044654,73.1079864559171,65.8056524734145,72.69338333360292,Medium,Sales,Female,No
39.29915233673847,51.30389663956366,48.523086101843326,74.13473732017407,80.40061819902576,83.33603204837348,High,Sales,Female,Yes
56.13517972730416,57.096594152746256,54.901933068091175,80.98538112096341,82.88075724852378,55.34444108523495,Low,,Male,Yes
49.283987405859364,58.2674476460232,41.82020774612845,54.01379574822188,51.79239722197984,82.45360724077875,Medium,HR,Other,No
55.8857840442061,63.872908372667425,46.63274561124069,53.43584183256144,69.78755220723758,,,Sales,Male,No
43.31855914461006,69.10459145203504,60.469349020603694,72.71796177235662,74.76651040800557,74.6083788455724,Low,Finance,Female,Yes
56.38730222029184,54.80739620265605,64.91207665411996,74.57791614472906,67.42379514489006,67.38175328341151,High,Tech,Male,No
52.99292580406492,47.41504665299931,54.36052511941757,60.95638007309977,70.23195978557375,87.67960487103089,High,Sales,Other,No
50.281811573691286,61.06723059136183,65.32006198821944,58.69975020466106,68.70965884870216,66.89471370178373,Low,Tech,Male,No
54.92451264008149,44.72324859074042,49.02697472367156,73.28229690184622,75.30975661964091,69.54813755273678,Low,Finance,Other,No
55.5623000940066,70.37931918412554,55.96924010934969,64.38924328647624,64.76424011593417,74.01690152545623,Medium,Tech,Female,Yes
46.33175588185313,60.82026567084727,68.7231538002845,48.686648895829265,70.46006386736342,68.34306535106452,Medium,Tech,Male,Yes
45.16813537700626,65.6020990749888,60.58984221589597,56.90619178917246,77.1573424117084,60.731734232186575,Medium,Tech,Male,No
60.240625258114626,62.90371896051711,58.16849528946705,43.30322582274298,48.056175301799755,74.33551024690544,Medium,HR,Male,No
48.99845923520047,39.140166877620416,54.68545448640785,78.93181257934906,60.27235483239999,74.8377688240406,Medium,Tech,Male,No
59.246336829127685,53.55481329284482,51.39614989220498,64.68796511060916,65.46585891616147,68.6906916626221,Low,Finance,Male,No
51.979107834626475,53.06173861227197,70.38378851019317,,64.88236442057696,66.38690420302892,High,Tech,Other,Yes
67.4957674318694,54.99291405423354,64.51225319318507,53.7394603908895,70.62331349619123,68.40251358746035,Medium,Finance,Other,No
54.86501643826202,71.74492433347538,,54.23320872528986,72.10303040221996,88.06072203871629,Low,HR,Female,Yes
38.12401580970487,51.41659847978778,49.498592603978544,41.08043795686976,87.84775039185095,86.99299572921586,Low,Finance,Other,No
45.567177488084894,43.83475560051341,64.00481386506328,58.275144039936634,65.11113880956309,66.79121077590314,Low,,Male,No
43.45924316872576,50.34194430881837,72.52842634427483,62.64083470687876,83.909723580014,72.35454101295278,Medium,Sales,Female,Yes
39.77207434801595,50.08363814367953,60.344410117058416,73.0212845861812,70.14508999262654,69.12884729379853,Low,Finance,Male,Yes
35.21088431225871,37.2376476710168,64.58168114788698,70.91442151751855,51.929586050681834,55.18035514261287,Low,Tech,Other,No
,60.8855326977072,78.29620201716088,64.36876986888751,,87.78575167939374,Low,Sales,Female,No
44.44522880839745,72.75310892609512,68.33333911780306,69.93654847643151,95.49009708717722,70.2979666121469,,Finance,Female,No
49.66873027126203,68.10308746119608,59.68941067129098,57.60628592540964,63.91993857062676,87.71065326007033,High,HR,Male,Yes
51.965547765115744,63.96839315865532,56.78757233882088,65.97670376748336,61.96051585272519,66.58178368131848,Low,Finance,Male,Yes
39.55190805978967,39.68892497444278,42.23988245951598,55.994096474639385,68.2240400524126,69.49412932999293,High,HR,Male,No
60.470983026121544,37.30924095110882,57.93388720303953,58.11114457424594,73.83168189758901,,Medium,Finance,Other,No
49.963974609094315,64.53125045376086,43.45112563771704,67.42882013150275,75.64842358600123,90.90403568573639,,HR,Female,Yes
42.65408423201951,57.806364044901365,51.846243716838785,59.336054087852766,56.5182295457251,77.53737296774833,Low,HR,Female,Yes
39.5308901731806,47.78262446662747,64.914294527202,69.87305237044995,58.12234760082473,78.30113790470944,Medium,Finance,Male,No
50.155790475814676,69.89863438602082,64.70044187368202,38.69269863170936,71.23479809164594,72.79886268745172,High,Finance,Other,No
,52.49953485401047,57.69475374819749,70.913492417584,79.4881309647162,,High,Sales,Female,No
43.87211309515614,68.04340242878152,64.08607307701767,,69.24128549314976,69.33294891944948,High,Finance,Female,No
42.57529414301952,50.08846252857895,42.28931446911909,41.79684401769577,73.08009902217341,64.03124920616014,Low,Sales,Other,No
65.47505201330061,62.93488720552213,48.977078501635766,64.92955014519445,63.12985900300502,71.65197012555498,Low,HR,Male,No
41.015320182089624,86.09918556005361,70.61370964873133,49.021278655051624,80.82112312993141,84.78457805666551,Medium,Tech,Other,No
71.45149127773388,52.52974299254004,67.21479323757343,46.96137207437635,58.010486020061236,88.7010185361037,Low,HR,Male,No
59.34319911239274,46.372242359568794,75.9058207261785,49.17823236653873,47.987565265490815,87.72714733971264,Low,Tech,Male,No
51.60573981049865,61.98828420202535,67.06078913815132,74.4118186641997,59.461645046356544,65.7411009610885,High,Tech,Male,Yes
49.29501221940909,59.57772866151886,44.51039474946525,77.20282896417717,80.84198244043543,71.12124218137531,Medium,Tech,Other,No
44.95225078771782,42.67476685231491,65.90422061251464,81.6535191762353,77.16589339759652,72.85045161921049,Medium,Sales,Other,No
52.17432873179723,53.37207093927706,57.16861103256233,57.226285151540935,95.39381622782861,62.34741590914785,High,HR,Female,Yes
60.807807255546216,40.4244850053507,56.48078682183491,59.494480682915125,66.94389385846196,80.91136117923932,Medium,Finance,Female,No
49.44230922342294,56.98948146796494,74.36335405705978,56.12230488461459,90.22590230569482,71.6864770091215,High,Finance,Female,No
56.81891489626312,54.73594243041073,32.52495157274765,64.35922235851284,76.32454216642302,60.21222876153715,Low,HR,Male,Yes
52.237879516388986,52.90778126255472,53.322204435311136,67.430047220544,74.32216690759253,78.80778071365052,High,Sales,,No
,52.98508466052482,58.20906714983844,79.4194500580189,80.38606069208817,62.738206421873166,Low,Finance,Other,No
55.15939217704099,,70.74318012715561,52.70816402199584,76.91618575121389,73.06572371418794,Medium,Tech,Other,No
50.48860070325704,45.43563623181991,50.476836192612026,66.1053531747394,93.81713531732547,63.37934179743717,Medium,Sales,Other,No
44.64671814046077,58.67649292991422,70.12637409644071,65.812784220562,73.94579985484219,55.36710852161026,High,Finance,,No
21.514573793699245,53.62628211600603,56.67139595617489,67.79267838216526,80.46911794488139,82.2244698522098,Medium,Sales,,No
56.5232287841342,55.002070649181974,71.59074064955898,72.00700612120583,49.255136489836886,75.0197684475581,Medium,HR,Other,Yes
50.103526198433805,61.659242520544616,56.38537233306014,60.90691525904279,63.43310654372587,86.0133016488955,Low,,Male,Yes
75.79709337654319,63.92597338299309,79.11419087139723,70.04483256383017,67.43054874878219,50.12177942437668,High,Tech,Male,Yes
57.01172742310898,40.324747342475604,57.32358909101207,65.04229858994151,63.40960725111355,84.55802745112481,Medium,Sales,Other,No
60.91310120594269,58.476764835383364,57.84332362452368,63.678634110984525,82.90758424122428,71.37652442453897,High,Sales,Female,No
66.95051040430752,47.53421653459761,55.02429161614793,55.25193424077158,68.35758014967968,75.33524702388587,Medium,Finance,Female,Yes
56.191542610051975,48.932997052347034,50.26621161972965,,74.09438530642252,69.95701984187377,Low,HR,Female,No
62.06508966508357,60.60919447941239,57.12552480599644,69.29340822801734,76.70911248276875,75.37541841486822,Medium,,Female,Yes
43.564817696198574,65.17661466843502,54.49884717063461,67.00459631413729,62.905688426715244,,Medium,HR,Other,No
47.42623462576655,63.071225966373106,35.1167264658701,73.62223511886977,57.63864203969538,58.66077040940713,High,Sales,Other,No
59.40771187988216,70.33433701296326,73.3057490403904,68.59475797547125,50.449512296817176,67.51200203979946,High,HR,Other,Yes
62.083662305931426,52.202398315041656,59.519114926692275,75.7684814465768,,86.81890042558894,Medium,Tech,Other,Yes
52.24684725751886,49.5044286409142,49.89401780071087,64.66074774072091,46.15693211214254,82.0314019723605,Low,Tech,Male,No
33.39039066484008,68.40450446023145,61.814266201139716,78.03278037316063,68.29741753204094,75.94621044669358,Low,Finance,Female,Yes
39.32467085745727,58.979270499468086,64.57805609925785,36.676740750158594,72.31607474168092,74.58528222000852,Medium,Sales,Male,No
45.47693680750923,66.24112719986013,72.63706677654669,70.06240989305925,83.78469627461504,91.5330963717853,High,Finance,Other,Yes
58.60473488359745,54.76447849125762,65.22250636017779,67.26684248494597,71.07057452992296,60.18419228448632,High,Tech,Male,No
34.84255885002768,63.10808273159782,64.8387665118804,57.106614942803255,61.73888008285458,87.28030209608136,Medium,Sales,Other,Yes
48.529979983715116,48.99576434261295,,69.19705608357266,74.1583683628606,78.93873218164744,Low,Tech,Male,Yes
55.578103063518626,59.97743089091394,49.85240506814148,68.83435031403644,,81.07840338735008,High,Finance,Male,No
62.38283071433636,47.16234334413603,56.12300083591439,69.80744579767983,73.19965191145162,52.47206605268661,Low,Sales,Other,No
54.241659464019165,42.60741605146528,65.51740799910921,64.11908755970927,73.98147265122537,84.63925423055571,Low,,Male,No
36.65974505081795,59.62172666081943,67.12322159580162,,69.58707312992718,64.23618812597942,Low,Tech,Other,Yes
29.582651315757094,62.542913298135744,66.02118320392483,60.2873625929748,76.83223014788808,78.06389482073413,High,HR,Female,Yes
41.7311964596014,58.89614177370904,85.11556551584424,55.33843276629583,76.386771398803,67.52544346041788,Medium,Sales,Male,No
30.245334336461287,61.687416555925125,64.75167746495381,75.3630289207248,69.90817646614862,60.872742410994434,High,Finance,Female,No
53.216978061960134,39.96919698240182,71.37314542364729,57.07476552884788,72.7879981238546,69.14207276551309,High,Finance,Female,No
56.351718016819696,46.82911368931809,44.52696011061634,58.70115447636189,74.87774821084338,59.14374293230407,Low,Finance,Other,No
,75.12270445700764,50.83679080926581,71.66269672043524,70.58370290817895,52.80222052548149,Medium,Finance,Male,Yes
40.10371863429663,32.88138088670493,52.19800870882537,60.212414284783115,80.4043089264484,74.38902491994132,High,Finance,Other,No
55.4673356820138,61.256309336460006,63.3868731792169,65.35566074032994,83.33885745500572,82.02659998499306,Low,Finance,Other,No
54.567532191537836,86.37748533659993,57.63444712781054,62.6049807797825,80.60089739908665,81.02580267978341,Low,HR,Other,No
35.78189333258156,42.004187630724026,66.82069490062631,63.847757674478025,54.68464684756357,74.17746300328547,,HR,Other,No
37.760597332377436,56.04355937523213,67.71920154836675,49.568817720571296,69.86695364621364,,Medium,Sales,Female,No
37.56136764608715,42.495922660302824,71.83493666889927,62.43659321627508,71.07169915259597,,Medium,Tech,Female,No
63.90207549017313,57.30070759191402,80.86047049537115,69.94705653775033,61.94904818969491,62.60411987474971,Low,Tech,Male,Yes
56.48280433843859,62.21562505126143,47.15415734300031,70.14062552424775,86.3673996183064,81.15967006046839,Medium,HR,Male,Yes
42.949881442415915,28.95786143372866,71.86734620177332,64.08293975854875,53.72995079133251,,High,Sales,Female,Yes
38.04116937964815,61.833289928110695,55.45452281256556,66.07444374340892,66.73326752490956,80.30683123010047,Low,,Male,Yes
54.59180079228437,47.478435944094166,47.038833357501055,56.14751313875777,63.493401726316165,94.422455947563,Medium,Tech,,Yes
44.97945775647389,39.970296716048466,74.72670675750982,68.8831200542345,75.43390827871809,79.41746736377557,Low,HR,Female,No
37.72392184863008,70.49020151495188,49.788375424396996,68.37957528232118,77.2894119457045,69.28816025915813,Medium,Tech,Male,No
61.965715016644914,48.707366063072115,52.9097904236951,59.0337094138827,68.09759155586784,88.9025532751199,High,HR,Other,Yes
43.53063222294426,51.9203847036096,78.8768765734019,69.72630345843406,66.69909808298563,,Low,HR,Other,No
69.14031353866787,61.03187431082343,,67.31842092134848,70.81082542900823,67.73258095117981,Medium,Tech,Other,No
71.65002344901083,45.824971789857365,51.679386951501435,40.019389825070604,78.76173931693076,78.31470896330896,Low,Tech,Male,No
43.54035820875465,48.646376111743706,80.49812095785926,81.35066394527519,67.86124832445361,84.12620322540441,Low,Tech,Other,No
61.87386051564751,55.15618333949603,67.82873734948572,48.83286625051986,84.47796418457867,86.06231558859969,Medium,Tech,Female,Yes
43.22284630247894,45.7048913980759,51.97175556049157,73.19925252635234,71.61698526704753,74.96195866329201,Medium,Finance,Female,Yes
44.823887009638284,49.37831973421698,50.63493625210404,74.50015828669646,56.599279288760656,58.82199386184663,High,Finance,Female,No
68.84586305934609,59.200944904518416,58.020622710153184,51.12131449544198,81.18632334154212,71.60688812861841,Low,HR,Female,No
62.897527540827454,59.996851103029336,60.188190497405984,49.48487750941071,59.6369075262623,68.01738151248608,High,Finance,Female,Yes
,54.36475425384645,56.0377032189824,54.20157552218513,85.40323979819885,77.6918092025516,Low,Finance,Male,No
62.130976999791834,44.12754061137197,50.83725899436275,,65.90198756206468,70.96712208089062,Medium,Tech,Male,No
55.41462728204788,61.83569323200477,64.28316692375238,62.50928155346959,71.6757010580099,61.462453252902414,Low,Tech,Other,No
46.77320161157864,63.11396554491592,57.77525103221735,70.4090851856099,67.94715980503749,70.62262677595675,Medium,HR,Male,No
66.6125921454787,52.82982949575629,68.79417041137403,46.78913930705504,82.23948753146004,57.490244255947715,High,HR,Female,No
59.50307591973576,70.54160420714774,,51.34978204573365,63.71856260830822,104.35406206388468,Medium,HR,Male,No
49.00824136220617,51.5680772450259,58.094968940021886,41.09695632530562,62.71828099030184,59.55566151751756,Low,Sales,Female,No
60.49552715319335,,70.82691053887073,60.117261575484555,62.657666780289624,86.4006784649516,High,HR,Female,Yes
42.442548405071555,57.502002062516944,49.742473163597225,72.03427916787308,75.53569531067794,86.27686294516428,Low,Finance,Other,Yes
50.66990717224872,45.04184605209771,62.29074688205703,73.52468643432951,80.87710426157867,89.75112364309855,Low,HR,,No
47.52822617479403,66.88913371474644,60.72036861283745,45.24512228782862,68.85197751240936,65.01693224708944,Medium,HR,Other,Yes
40.466713917412875,53.1547464234415,52.09100618332447,62.46323922457619,72.2058353773736,57.98334141712584,Low,Tech,Female,Yes
,57.603218387712204,61.94107630953358,63.04609648822976,68.58474246633051,68.68562972516817,Medium,Finance,Female,No
,66.00959634998571,75.78118057562185,53.206308783673826,57.09438578053781,86.80989905305672,Medium,Tech,Female,No
46.783649487826175,40.56145183866458,40.32930296412847,81.78674673372566,70.84466786389947,87.21294945685148,High,Tech,Male,No
59.638791167949094,36.33460048639384,67.79349003905332,67.7658150559105,76.00212965744278,83.29323772582862,Low,Finance,Other,No
48.47530163619456,48.22435347664345,60.30031479164082,49.88116580436787,76.5905434391342,76.85837628902753,Medium,Sales,Female,No
37.90305257158892,61.95537757565778,49.0783636728191,81.99435983008709,74.75588435928583,88.92038751587091,High,Tech,Other,No
35.61722021682633,62.89056687375519,63.514799003522015,82.26226545635632,52.2060106949278,76.92651532648024,High,Tech,Other,Yes
46.37161439560341,48.4999741917654,45.94810153196425,66.82501030599214,69.85901034093328,86.96910948761352,High,HR,Male,Yes
46.83591550305198,55.34152417488025,67.21135362545581,54.20263678724152,76.98919685080789,64.18085631286867,Low,Tech,Female,No
65.77453279763475,60.00844474944457,67.57921849923619,,71.57974312251451,79.0605612242808,Medium,HR,Other,No
64.71170327493608,66.1739881590246,43.17341305877314,74.94447375508908,74.31631629637597,73.28326346075217,,Finance,Male,Yes
49.627777634901584,58.004743596108284,67.59712295484168,79.20504287271064,62.94226516904635,75.9352349643861,Medium,Sales,Other,No
55.079913269125434,52.48461113955504,57.88333018068823,66.85688580418739,83.6337651353834,81.98815670280476,Medium,HR,Other,Yes
52.825799504882994,51.304730711666416,68.89037122279892,71.95863839093785,63.87016728729311,71.7376629555864,High,Finance,Female,No
59.190764829877686,59.18398220888684,76.76393027208204,54.44910631823305,70.79573534942166,65.70863659490242,Medium,HR,Other,No
58.52773675122219,50.205070326007565,53.67244970114961,69.2532130833011,73.66814043285443,79.40059929023145,High,Finance,Other,No
20.78649516505393,50.4269834491321,66.04120889588518,66.9624094066672,67.46048293602765,63.22238542008642,Low,,Male,Yes
51.777010009332535,40.93682536328166,68.74517074132523,63.49679539728128,72.79083858345186,62.6745968877972,,Sales,Female,No
25.757597397270583,45.74575373940412,38.100782950214466,56.03667341407938,63.75489544911423,73.0669577355203,Low,HR,Other,No
36.10427533236404,59.98221748496785,55.40909689781008,62.313542466902575,69.08043217395735,62.48800863366322,High,HR,Other,Yes
50.786351903160906,61.70480617241213,70.41724664058852,70.95490897639257,78.89153824787806,63.566610089161394,High,Sales,Female,No
67.72251596669744,42.414950893246655,,84.45195074276933,86.6992278140464,48.254328718458595,Low,,Male,No
67.11708480142343,49.51712703509399,48.04706236400755,59.53958201183279,58.74412885968031,73.1214059899128,,HR,Other,Yes
55.50052099024552,50.707555797013384,68.9295387010877,60.83374694384538,60.82023895389264,74.76949443914533,High,Tech,Female,Yes
47.40453322416083,49.942532957380635,77.03172609918037,70.17994776391451,87.22155097808195,85.86380711205838,High,Tech,Male,No
36.65974505081795,59.62172666081943,67.12322159580162,,69.58707312992718,64.23618812597942,Low,Tech,Other,Yes
51.40886246911204,59.736320768114545,74.97431683179626,66.68015340532529,82.92060334326523,80.78928648571235,Medium,Sales,Male,No
37.48460575809556,45.94267699137381,64.66670981966081,86.84096733380457,77.89919722180852,67.83426511575895,Medium,Sales,Male,No
50.46436548156149,59.477169258102776,67.50579167521765,61.77971845507942,79.28245691344324,71.12035031092547,Medium,Finance,Female,No
48.79051851392219,52.69133626155231,69.778155496862,60.38830267965381,68.16699290473802,85.3718140564905,Low,HR,Female,No
46.908835357974986,59.62591292853951,65.54057771115907,68.63970630852738,70.78964045668084,,Medium,HR,Male,Yes
43.309272613400836,51.40231354210914,57.20189657622994,41.28340639141108,95.7199531749497,78.57661366631089,High,HR,Other,Yes
56.77875319530908,70.73019725214857,63.2910677871013,62.43719175748428,57.668986949851444,67.33677475218573,Low,HR,Other,Yes
48.2305277250595,43.94295331514064,,51.097780748465375,100.76860370180503,68.64458901184443,Medium,Finance,Female,No
20.78649516505393,50.4269834491321,66.04120889588518,66.9624094066672,67.46048293602765,63.22238542008642,Low,,Male,Yes
,57.85554074857657,53.914102767603,83.90440685155782,59.70188151458155,96.05297429458312,High,Sales,Male,No
51.255764534715425,57.439531979085004,53.97179344216038,68.11652856004778,65.92539892708399,81.83324511516092,Low,HR,,No
44.4969484615458,41.54129076526785,77.34936575836808,54.80304680291143,57.834191958642904,78.41215842492034,Medium,Tech,Female,No
53.23167714184781,60.55512646342248,58.96568775709716,70.00831591004211,83.15508290940105,90.40441239776673,,Tech,Other,Yes
50.700521631131814,,63.216785413765,65.01619031356941,70.20417167212918,59.320117344397325,High,Tech,Male,No
44.690030449981826,59.27194361871685,54.608772968510216,50.66848185475288,74.79360953429422,69.34607029714599,Low,HR,,Yes
54.770408272231215,67.36130721806218,77.02514658129606,57.95271564389116,67.8033054764904,59.91444031787144,High,Finance,Male,No
52.19150327663939,77.31300146192632,63.5845361820962,67.18534042410946,83.25276090437038,74.13298863851792,Low,Tech,Female,No
46.51347865592141,55.005279588565976,72.00531658473872,71.3366102477406,60.06410484405964,90.48639295024037,Medium,Finance,Male,No
44.357524013426115,50.06877177600228,64.96199187363317,59.10667768572638,,84.5799394148002,High,Finance,Female,No
56.1277390506257,45.99379265352131,47.06858456241352,62.05757494363542,59.70027725223064,98.378277453883,Low,Finance,Male,No
61.950466289248425,75.74082669749973,60.91752484448373,62.37340479683832,74.47393937068975,,Medium,HR,Other,No
59.92042349536523,45.01939372685587,50.620744234636014,51.343825958098506,66.87331554267642,,Low,HR,Female,No
61.61878302608191,60.58139514518506,61.6805980596682,69.14772890788791,55.34326142657905,60.07537729994007,High,Finance,Male,No
40.00697767705089,63.48174212666668,67.31380252574992,58.58333179869618,76.93923233191258,62.464939876282386,High,Finance,Female,Yes
52.790215257703395,49.57326200265978,78.48608833296412,64.08155235665045,72.11396567470659,66.0648490748072,Medium,Tech,Male,No
43.882309090947146,52.4382024750462,41.6885512166165,64.75767166130308,74.52067838259671,83.72153105684055,Medium,Finance,Male,Yes
41.81801116577693,51.686916168166775,60.45222708999982,49.1641161021242,71.65403660299704,79.38579290921005,Medium,Sales,Male,No
68.46636996047665,61.21571889856051,63.24057028221561,60.8777925497553,87.48137069120835,79.9288397185187,Medium,,Female,No
62.55756125573521,39.188092979678665,69.15390275560162,71.5497558422169,84.27305364289217,102.03027564405083,Medium,HR,Male,No
56.73181351269958,59.72002270919275,48.28345652682438,71.62051834758473,67.96538858919695,76.24175684744614,High,Finance,Female,Yes
43.47376020697609,56.94736194718775,79.87275999230808,65.86697699414397,49.14102122266662,53.462694262085385,High,Finance,Female,Yes
40.96298139269872,51.70552213652908,61.78694716810475,,59.93072639054856,82.15174390128058,Low,Sales,Other,No
59.039348410861955,55.58022734808395,45.20555776860276,,73.82653551477492,68.77729777106003,High,Tech,Female,Yes
58.949243769444415,50.4790966716692,75.23238621712258,46.406632283399425,73.9931760171913,61.95410556199528,Medium,Tech,Male,No
48.24114187567663,,73.03507931934759,62.472367449038146,69.20091547337451,77.82034219209342,Medium,Finance,Female,No
52.43339449322692,54.48606276411514,43.6952675628486,52.209692637802135,74.34502646091306,60.052438535503555,High,,Female,No
55.29692754356731,62.78936503512114,50.95931710264,63.92735234189058,58.01607875047955,74.9231100427863,High,Sales,Female,Yes
60.73631749859772,35.20700189624212,52.8116761239127,83.55503314794262,86.63732832143474,87.5228366195664,Low,Finance,,Yes
64.4376460407326,48.4623366135118,75.2100622715938,70.70507208354516,79.69569025752907,83.09594435971886,Low,HR,,No
58.33922154548904,51.907909229501364,52.30003933802543,68.16358321536144,77.30958976376216,73.9302853014152,Medium,HR,Other,No
48.1710355889516,36.23447293958126,51.760645130280004,62.84039479649768,68.11797561227179,62.105194127903125,Medium,HR,Other,Yes
36.8816376764984,59.21586610614456,64.16446038101452,75.05924511796417,67.39690958728562,82.16340080540411,Low,HR,Female,Yes
48.311782768099896,59.63288530118106,65.21279905013814,69.9580502102757,60.07421993271177,71.06909799298539,Low,HR,Female,Yes
45.96351536758003,65.71543152234887,62.66818396295402,35.85744010183059,77.07032359610785,71.0638841796699,Medium,Finance,Other,No
61.89016531107552,64.19154173610002,62.20541427013867,53.92843183197549,71.4887680391769,65.21411610011346,Medium,Tech,Other,Yes
56.30811684554777,32.80699627252465,64.24393937861012,68.44053921563466,76.26538363336942,76.44326471726036,High,Sales,Male,Yes
49.90881003355796,53.168033812796125,63.61661061247017,72.31955502509845,61.48337825665607,83.56975536982786,,Sales,Female,No
46.7965269180568,61.35418030209226,55.488411415910015,59.82307427130785,71.55324999199401,73.52659773378494,Medium,HR,Female,Yes
34.76813095216225,45.80615408413577,62.52240396426677,61.63613054588864,64.98765892209788,66.39270836604662,High,Finance,Female,No
43.56450167682538,56.972922656312065,57.640300127890285,68.86382653848061,71.51403047951733,71.06617702255343,Medium,HR,Male,No
67.3596380316525,,54.16400673653995,,70.7660907045166,79.7900314339276,Medium,Tech,Female,No
63.99355436586002,48.24821725025618,40.921924421226095,56.36506395035066,65.76240317977297,63.85918641766912,Low,HR,Other,Yes
39.983799901050844,58.51448207541583,50.48081539977764,44.349169537436794,,83.63528242521521,Medium,HR,Female,Yes
75.58199285668252,48.10272225935826,57.86543220649562,55.42431044984788,,65.93351454845707,Medium,HR,Female,No
52.49383683710755,61.380511014407574,52.69043724284526,75.09471788595968,78.27115428565767,87.5761905635936,Low,Tech,Female,No
45.120885918542974,45.428490851049574,71.90548594343596,66.76189822502693,63.80227871746122,60.61588833205441,Low,Finance,Male,No
45.35382702701607,59.69267589808526,84.85189916678891,57.03863196813505,82.55145788374904,69.8409468686766,High,Finance,Female,Yes
32.39191188019224,54.54588782067762,66.64927162301741,59.220792231672895,74.28342050660726,60.93022537896012,High,Finance,,Yes
51.222975030322836,62.19757942148182,62.22289855800854,55.1446039927907,71.49456089663309,97.91911266818687,High,Sales,Female,No
64.40117215449473,55.895806812552486,57.41145599630168,68.63115627744523,67.64288755143332,76.25901388394959,Medium,Finance,Male,Yes
64.0934744018558,55.768518829587684,,67.69294752580734,68.1614610684079,77.68593581044298,High,Finance,Other,No
,49.352259958290574,74.66540859278604,64.42609296998458,74.68978078148467,66.82108157861495,High,Sales,Other,Yes
55.90654830692309,50.26160652929084,56.149781882871366,,,52.33947905850717,High,Tech,Female,No
59.278401280812375,57.71495310825648,58.5297457656915,71.08905356254633,76.44595432415177,68.19826523652048,Medium,Finance,Other,No
65.50500492814076,43.56273792679338,79.04136589573007,77.37653757511998,65.31503886639685,55.953253065345365,Medium,,Female,No
55.387559924463694,67.35782191822155,50.95385625006234,72.59514887486108,72.7242139665361,73.4216249015974,High,Sales,Male,No
48.52397413701331,45.81313488513906,47.60947297473358,56.2152619865794,72.10496298921504,87.55349780288475,High,Sales,Female,No
36.43418195376595,54.49795382958255,61.94051943605874,59.155447081495616,66.2546584924975,70.30235535662864,Low,Sales,Male,Yes
52.33785911790748,53.10879609222967,62.2899639245934,69.9298645851446,,58.05744104004923,Low,Sales,Male,No
56.72573701202731,56.44887833096891,54.75432986232949,79.0693474589175,79.73726230852368,70.86576229363558,Medium,Tech,Other,No
